Diet_type,Recipe_name,Cuisine_type,Protein(g),Carbs(g),Fat(g),Extraction_day,Extraction_time,Protein_to_Carbs_ratio,Carbs_to_Fat_ratio
Paleo,Paleo Raw Chocolate Bites,American,46.07,261.6,147.5,2022-10-16,17:20:36,0.17610856269113148,1.7735593220338985
Paleo,Paleo Mushroom Soup recipes,French,60.19,112.58,52.61,2022-10-16,17:20:43,0.5346420323325635,2.139897357916746
Paleo,Paleo Birthday Cake recipes,American,68.21,199.96,161.13,2022-10-16,17:20:43,0.3411182236447289,1.2409855396263887
Paleo,Paleo Avocado Tuna Salad,Mexican,32.45,24.27,31.05,2022-10-16,17:20:43,1.3370416151627524,0.7816425120772946
Paleo,Paleo Honey Cake recipes,Eastern Europe,90.83,258.46,261.91,2022-10-16,17:20:43,0.3514276870695659,0.9868275361765491
Paleo,Paleo Pumpkin Bars recipes,American,49.0,412.09,116.03,2022-10-16,17:20:43,0.11890606420927469,3.551581487546324
Paleo,Perfect Paleo Baked Salmon,Nordic,161.95,1.17,160.83,2022-10-16,17:20:43,138.4188034188034,0.0072747621712367086
Paleo,Chocolate Mousse (Paleo! Keto!),French,20.23,126.01,153.36,2022-10-16,17:20:43,0.160542814062376,0.8216614501825769
Paleo,Crab + Avocado Temaki recipes,Caribbean,88.79,32.66,55.58,2022-10-16,17:20:50,2.718616044090631,0.587621446563512
Paleo,Red Cabbage Slaw with Tangy Carrot Ginger Dressing recipes,American,9.65,42.63,83.92,2022-10-16,17:20:50,0.22636640863241847,0.5079837940896091
Paleo,Paleo Prosciutto Egg Cups,Italian,80.95,6.34,113.98,2022-10-16,17:20:50,12.76813880126183,0.05562379364800842
Paleo,Paleo Chicken Adobo recipes,Mediterranean,123.17,61.52,107.7,2022-10-16,17:20:50,2.002113133940182,0.5712163416898793
Paleo,Cranberry Apple Stuffing,American,47.89,285.93,93.75,2022-10-16,17:20:50,0.1674885461476585,3.04992
Paleo,Paleo Dirty Rice recipes,Caribbean,26.68,80.75,35.37,2022-10-16,17:20:50,0.33040247678018575,2.2830081990387336
Paleo,Slow-Cooker Paleo Meatballs,Eastern Europe,145.6,102.25,144.33,2022-10-16,17:20:50,1.423960880195599,0.7084459225386267
Paleo,Delicata Squash Stuffed with Spiced Meat and Tomatoes (serves 2) and a side of Sauteed Chard recipes,Italian,100.74,92.07,360.57,2022-10-16,17:20:50,1.0941674812642554,0.2553457026374906
Paleo,Paleo Pork Chili Verde,American,107.7,68.02,28.69,2022-10-16,17:20:50,1.5833578359306089,2.3708609271523176
Paleo,Paleo Steak and Egg Salad,American,65.19,17.09,69.97,2022-10-16,17:20:50,3.8145114101813924,0.24424753465771046
Paleo,Easy Paleo Beef with Broccoli,Mediterranean,102.5,38.41,98.85,2022-10-16,17:20:50,2.6685758916948714,0.3885685381891755
Paleo,Paleo Party Pork Carnitas,Mexican,268.92,128.88,334.28,2022-10-16,17:20:50,2.08659217877095,0.3855450520521719
Paleo,Paleo Pecan Tart Crust recipes,American,21.03,25.01,112.66,2022-10-16,17:20:50,0.8408636545381847,0.2219953843422688
Paleo,Paleo Shepherd's Pie recipes,American,189.35,143.25,300.66,2022-10-16,17:20:50,1.3218150087260034,0.47645180602674114
Paleo,Paleo Vanilla Birthday Cake recipes,French,71.11,159.31,147.25,2022-10-16,17:20:56,0.4463624380139351,1.0819015280135824
Paleo,Egg-Free Paleo Macaroons recipes,French,10.16,105.7,110.51,2022-10-16,17:20:56,0.09612109744560075,0.9564745271921093
Paleo,Paleo Raw Chocolate Bites recipes,American,46.07,261.6,147.5,2022-10-16,17:20:56,0.17610856269113148,1.7735593220338985
Paleo,Perfect Paleo Pie Crust recipes,American,43.97,104.37,160.83,2022-10-16,17:20:56,0.42128964261761037,0.6489460921469875
Paleo,Practical Paleo: Mint Chip Truffles,American,3.76,23.94,80.65,2022-10-16,17:20:56,0.1570593149540518,0.2968381897086175
Paleo,Cindy's Paleo Harvest Chili,American,210.45,139.56,272.52,2022-10-16,17:20:56,1.5079535683576955,0.5121092029942756
Paleo,Instant Pot Paleo Pork Tenderloin,French,362.76,16.83,64.04,2022-10-16,17:20:56,21.554367201426025,0.26280449718925664
Paleo,Paleo Pecan-Crusted Chicken | everydaypaleo.com,American,258.66,55.59,103.91,2022-10-16,17:20:56,4.652995143011333,0.5349821961312675
Paleo,Entertain Meatloaf Style,American,197.94,70.1,110.07,2022-10-16,17:20:56,2.823680456490728,0.6368674479876442
Paleo,Semi-Homemade Paleo Spaghetti And Meatballs,Italian,128.54,366.81,166.72,2022-10-16,17:20:56,0.3504266513999073,2.2001559500959695
Paleo,Easy Paleo Herb Gravy recipes,French,23.56,39.05,42.25,2022-10-16,17:21:04,0.6033290653008963,0.9242603550295857
Paleo,Homemade Mayo (Paleo and Whole30 Friendly!),Italian,2.81,1.11,112.61,2022-10-16,17:21:04,2.5315315315315314,0.009857028683065448
Paleo,Paleo and Vegan Pesto stuffed mushrooms,American,10.73,15.5,49.29,2022-10-16,17:21:04,0.692258064516129,0.31446540880503143
Paleo,Paleo Un-Stuffed Cabbage Soup,Italian,141.27,55.82,198.73,2022-10-16,17:21:04,2.530813328556073,0.28088361092940173
Paleo,Sweet Potato Chili (Paleo-Friendly!),American,98.56,191.3,176.93,2022-10-16,17:21:04,0.5152117093570309,1.08121856101283
Paleo,Paleo Dirty Cauliflower ‘Rice’ Recipe,Mediterranean,26.68,80.75,35.37,2022-10-16,17:21:04,0.33040247678018575,2.2830081990387336
Paleo,Spicy Paleo Pumpkin Muffins recipes,British,121.84,413.93,317.39,2022-10-16,17:21:04,0.2943492861111782,1.304168373294685
Paleo,Paleo Cauliflower Bacon Fried Rice Recipe,Chinese,28.76,50.01,48.09,2022-10-16,17:21:04,0.5750849830033994,1.0399251403618215
Paleo,Paleo Beef and Sweet Potato Stew,American,200.82,153.82,102.62,2022-10-16,17:21:04,1.3055519438304513,1.4989280841941142
Paleo,Paleo Comfort Foods’ Poached Pears recipes,French,9.82,214.27,3.04,2022-10-16,17:21:04,0.04583002753535259,70.48355263157895
Paleo,Madras Chicken Salad recipes,Mediterranean,150.18,41.36,123.75,2022-10-16,17:21:04,3.6310444874274665,0.3342222222222222
Paleo,Slow Cooker Cheater Pork Stew recipes,French,244.29,69.44,249.9,2022-10-16,17:21:04,3.5180011520737327,0.27787114845938377
Paleo,Strawberry Rhubarb Crisp - and it's paleo. recipes,American,32.24,250.87,139.25,2022-10-16,17:21:04,0.12851277554111692,1.8015798922800719
Paleo,Paleo Pasta Salad with Avocado Oil Vinaigrette,French,31.23,74.97,116.67,2022-10-16,17:21:04,0.4165666266506603,0.6425816405245565
Paleo,The Paleo Diet’s Salmon Caesar Salad Recipe,Nordic,155.95,49.31,150.25,2022-10-16,17:21:04,3.1626444940174405,0.32818635607321134
Paleo,"Eggplant ""Ricotta"" Stacks From 'Nom Nom Paleo'",Italian,32.32,157.39,194.11,2022-10-16,17:21:11,0.20534976809200078,0.8108289114419658
Paleo,Southwest Cowboy Chili From 'Nom Nom Paleo',American,430.2,138.37,178.17,2022-10-16,17:21:11,3.109055431090554,0.7766178368973453
Paleo,Swiss Paleo’s Homemade Italian & Chorizo Sausage,Italian,1273.61,83.34,1608.54,2022-10-16,17:21:11,15.282097432205422,0.05181095900630386
Paleo,Paleo Doritos Toast Will Scratch Your Snack Itch,American,32.75,22.67,2.45,2022-10-16,17:21:11,1.4446404940449933,9.253061224489796
Paleo,"Paleo Pumpkin, Coconut, & Maple Custard Cups recipes",American,36.0,142.79,107.74,2022-10-16,17:21:11,0.25211849569297573,1.3253202153332095
Paleo,Paleo Spaghetti Squash and Amped Up Meatballs,Italian,128.33,154.22,125.77,2022-10-16,17:21:11,0.8321229412527559,1.2262065675439293
Paleo,Swiss Paleo’s Bugs Bunny Hasenpfeffer Stew recipes,Nordic,65.78,96.23,130.86,2022-10-16,17:21:11,0.6835706120752364,0.7353660400427938
Paleo,The Paleo Kitchen’s Honey Mustard Chicken Thighs recipes,French,152.56,53.59,205.36,2022-10-16,17:21:11,2.8467997760776265,0.26095636930268795
Paleo,Stupid Easy Paleo’s Kickin’ BBQ Shredded Chicken recipes,American,283.7,78.55,252.1,2022-10-16,17:21:11,3.6117122851686823,0.31158270527568427
Paleo,Paleo-Friendly Roasted Butternut Squash with Crispy Sage Leaves,Nordic,6.45,66.8,42.58,2022-10-16,17:21:11,0.09655688622754492,1.5688116486613433
Paleo,Orange Sriracha Chicken recipes,South East Asian,104.17,82.97,64.82,2022-10-16,17:21:11,1.255514041219718,1.2800061709348967
Paleo,Overnight Cherry Chia Seed Pudding – Paleo/Gluten Free/Vegan,American,12.77,112.92,56.84,2022-10-16,17:21:11,0.1130889125044279,1.9866291344123856
Paleo,Paleo Pumpkin Gingerbread Cake with Maple-Vanilla Frosting recipes,American,73.83,185.59,307.46,2022-10-16,17:21:11,0.397812382132658,0.6036232355428349
Paleo,"Sweet Potato & Pork Thanksgiving Stuffing (Paleo, Gluten-Free) recipes",American,197.91,312.15,371.5,2022-10-16,17:21:11,0.6340221047573282,0.8402422611036339
Paleo,Paleo Comfort Food? Here’s A Creamy Shrimp Fra Diavolo recipes,Italian,102.47,51.64,54.82,2022-10-16,17:21:11,1.98431448489543,0.9419919737322145
Paleo,"Instant Pot Buffalo Sweet Potato Soup {Vegan, Whole30, Paleo, Gluten-Free}",American,14.26,79.07,109.53,2022-10-16,17:21:11,0.18034652839256357,0.7219026750661919
Paleo,Dill Butternut Squash Fries,American,7.68,89.2,14.38,2022-10-16,17:21:11,0.08609865470852017,6.203059805285118
Paleo,Crispy Sweet Potato Fries,South American,4.4,56.19,28.84,2022-10-16,17:21:18,0.07830574835379962,1.9483356449375866
Paleo,Rosemary and Garlic Parsnip Mash,American,3.34,48.53,13.6,2022-10-16,17:21:18,0.06882340820111271,3.5683823529411764
Paleo,Four Layer Beef and Bacon Casserole,American,213.63,149.66,298.56,2022-10-16,17:21:18,1.4274355205131632,0.5012727759914255
Paleo,Boston Baked Beef,American,135.99,193.85,232.95,2022-10-16,17:21:18,0.7015217952024763,0.8321528224940975
Paleo,Nutella Brownie Truffles,French,12.21,151.95,98.75,2022-10-16,17:21:18,0.08035538005923003,1.5387341772151897
Paleo,Best Ever Bars,American,62.76,194.9,266.67,2022-10-16,17:21:18,0.3220112878399179,0.7308658641766977
Paleo,Salmon Cakes,Nordic,86.31,11.17,66.45,2022-10-16,17:21:18,7.7269471799462845,0.16809631301730624
Paleo,Crockpot Italian Chicken and Peppers,Italian,86.07,84.94,43.04,2022-10-16,17:21:18,1.0133035083588415,1.9735130111524164
Paleo,Herbed Rack of Lamb,Middle Eastern,35.36,6.76,133.82,2022-10-16,17:21:18,5.230769230769231,0.05051561799432073
Paleo,Moroccan Braised Chicken and Kale,Middle Eastern,283.65,89.99,306.29,2022-10-16,17:21:18,3.1520168907656405,0.293806523229619
Paleo,Roasted Tomato Soup,Italian,39.32,88.7,50.97,2022-10-16,17:21:18,0.44329199549041715,1.7402393564842065
Paleo,Sweet Plantain Guacamole,South American,19.18,134.0,138.71,2022-10-16,17:21:18,0.14313432835820894,0.9660442650133372
Paleo,Turkey Spaghetti Zoodles,American,122.69,96.81,51.15,2022-10-16,17:21:18,1.2673277553971696,1.89266862170088
Paleo,Celery Leaf & Fennel Poached Salmon,Nordic,32.41,17.25,24.49,2022-10-16,17:21:18,1.8788405797101446,0.7043691302572479
Paleo,Turkey Veggie Meatballs With Spaghetti Squash,American,122.78,147.94,51.84,2022-10-16,17:21:24,0.8299310531296472,2.853780864197531
Paleo,Asian Sesame Chicken & Broccoli,Chinese,107.67,31.95,70.25,2022-10-16,17:21:24,3.3699530516431926,0.45480427046263344
Paleo,Cauliflower Fried Rice,Chinese,46.62,82.76,53.47,2022-10-16,17:21:24,0.5633156114064765,1.5477838040022445
Paleo,Khoresht Lubia Sabz (Persian Green Bean Stew),American,121.29,69.51,49.55,2022-10-16,17:21:24,1.7449287872248598,1.402825428859738
Paleo,Cinnamon Chocolate Swirl Banana Bread,American,68.73,266.84,183.04,2022-10-16,17:21:24,0.2575700794483586,1.4578234265734265
Paleo,Easy Pan Gravy,British,0.32,6.54,11.65,2022-10-16,17:21:24,0.04892966360856269,0.5613733905579399
Paleo,Salsa Fresca estilo Siete,Mexican,4.94,33.55,1.11,2022-10-16,17:21:24,0.14724292101341285,30.22522522522522
Paleo,Ginger Snap Pumpkin Butter Cookie Sandwiches,American,97.78,239.78,356.65,2022-10-16,17:21:24,0.40779047460171824,0.6723117902705734
Paleo,Cauliflower Soup Drizzled with White Truffle Oil,French,41.9,64.07,37.95,2022-10-16,17:21:24,0.6539722178866865,1.6882740447957836
Paleo,Apple Pumpkin Soup,American,9.95,64.53,19.56,2022-10-16,17:21:24,0.1541918487525182,3.299079754601227
Paleo,Easy Vegan Pad Thai Supreme,American,97.94,217.78,168.32,2022-10-16,17:21:24,0.4497199008173386,1.2938450570342206
Paleo,Beef Chorizo con Huevo estilo Siete,Mediterranean,133.92,12.88,92.88,2022-10-16,17:21:24,10.39751552795031,0.13867355727820846
Paleo,Angel Food Cake,American,55.09,283.94,5.02,2022-10-16,17:21:24,0.19401986335141228,56.561752988047814
Paleo,Asian Chicken Salad,Asian,69.61,44.66,128.44,2022-10-16,17:21:24,1.558665472458576,0.3477109934599813
Paleo,Roasted Beef Tenderloin,American,349.89,10.57,130.34,2022-10-16,17:21:24,33.102175969725636,0.08109559613319012
Paleo,"Kale, Artichoke and Pecorino Salad",Mediterranean,36.98,40.42,58.68,2022-10-16,17:21:24,0.9148936170212765,0.6888207225630539
Paleo,Spicy Thai Peanut Kelp Noodle Pad Thai,South East Asian,92.67,357.52,68.86,2022-10-16,17:21:24,0.25920228238979637,5.191983735114725
Paleo,Almond Meal Encrusted Chicken Nuggets - REAL FOOD Healing Recipe from Mee Tracy McCormick,American,191.06,25.06,137.85,2022-10-16,17:21:24,7.624102154828412,0.18179180268407688
Paleo,Artichoke Francaise,Mediterranean,35.81,127.03,62.87,2022-10-16,17:21:31,0.2819019129339526,2.0205185303006203
Paleo,Braised Short Rib Bolognese,Italian,242.69,59.62,607.18,2022-10-16,17:21:31,4.0706138879570615,0.09819164004084456
Paleo,Maialino's Olive Oil Cake (Adapted by Becca Fox),American,72.45,479.49,468.3,2022-10-16,17:21:31,0.1510980416692736,1.023894939141576
Paleo,Homemade Ravioli with Ricotta Cheese and Spinach Filling,Italian,118.65,300.0,107.45,2022-10-16,17:21:31,0.3955,2.791996277338297
Paleo,Boneless Short Ribs on the BGE,French,392.64,12.51,472.92,2022-10-16,17:21:31,31.38609112709832,0.026452676985536664
Paleo,Ribollita,Italian,66.67,180.22,111.67,2022-10-16,17:21:31,0.36993674397958054,1.613862272767977
Paleo,Pear and Apple Coffeecake with Walnut Topping,British,68.86,309.13,384.74,2022-10-16,17:21:31,0.2227541810888623,0.8034776732338722
Paleo,Artichoke and Perfect Asparagus Salad with Lemony Herbed Vinaigrette,Mediterranean,22.61,68.6,103.89,2022-10-16,17:21:31,0.3295918367346939,0.6603137934353642
Paleo,Indian Spiced Broccoli and Potato Hash,Nordic,9.39,47.36,10.47,2022-10-16,17:21:31,0.19826858108108109,4.523400191021967
Paleo,Vegan Dark Chocolate Coconut Tart,American,32.24,221.1,103.54,2022-10-16,17:21:31,0.14581637268204434,2.1354066061425536
Paleo,Pork and Charred Brussels Sprouts with Chile Lime Sauce,South American,145.56,240.17,89.14,2022-10-16,17:21:31,0.6060706999208895,2.6943010993942114
Paleo,Apple Fennel Casserole with a Coconut-Turmeric Twist,Italian,5.6,46.5,18.34,2022-10-16,17:21:31,0.12043010752688171,2.5354416575790624
Paleo,Slow-Cooker 'Osso Buco' Stew,Italian,211.11,94.79,61.46,2022-10-16,17:21:31,2.227133663888596,1.5423039375203385
Paleo,Vegan Coconut Cream Tart with White Peaches and Blueberries,American,39.45,285.88,109.49,2022-10-16,17:21:31,0.13799496292150554,2.6110147045392273
Paleo,Spiced Harvest Cake,British,65.92,455.58,158.29,2022-10-16,17:21:31,0.14469467491988236,2.8781350685450757
Paleo,Paleo MeeNut™ Butter Sandwich on Paleo Bread™,American,0.93,3.08,24.31,2022-10-16,17:21:38,0.30194805194805197,0.12669683257918554
Paleo,Low Carb Paleo Egg Wrap Recipe,American,16.71,28.5,15.85,2022-10-16,17:21:38,0.5863157894736842,1.7981072555205049
Paleo,Paleo Nutella Banana Ice Cream,American,7.86,186.18,30.1,2022-10-16,17:21:38,0.04221720915243313,6.185382059800665
Paleo,Paleo Whole30 Pesto Chicken Salad,American,176.97,10.7,206.48,2022-10-16,17:21:38,16.539252336448598,0.05182099961255327
Paleo,The Elvis Paleo Sandwich Recipe,American,18.72,68.14,54.08,2022-10-16,17:21:38,0.27472850014675665,1.2599852071005917
Paleo,Simple Paleo Reese’s Cups,American,69.56,157.94,257.36,2022-10-16,17:21:38,0.44042041281499306,0.613692881566677
Paleo,Paleo Meatloaf recipes,American,216.95,203.73,178.18,2022-10-16,17:21:38,1.0648898051342464,1.1433943203502075
Paleo,Paleo Nacho Casserole,Mexican,156.83,88.03,167.6,2022-10-16,17:21:38,1.7815517437237307,0.5252386634844869
Paleo,Simple Paleo Coleslaw Dressing,Mediterranean,6.76,17.01,89.82,2022-10-16,17:21:38,0.39741328630217515,0.18937875751503008
Paleo,Paleo Bread Stuffing recipes,American,54.96,208.13,49.2,2022-10-16,17:21:44,0.2640657281506751,4.230284552845528
Paleo,Paleo deviled egg recipe,French,32.74,3.08,69.22,2022-10-16,17:21:44,10.629870129870131,0.044495810459404796
Paleo,Paleo Peppermint Bark,American,30.23,191.35,235.63,2022-10-16,17:21:44,0.15798275411549517,0.8120782582862963
Paleo,Paleo Chipotle Dipping Sauce,Mexican,2.14,15.79,116.27,2022-10-16,17:21:44,0.13552881570614314,0.13580459275823514
Paleo,Paleo Wrap Carne Asada Recipe,Mexican,159.24,75.82,62.53,2022-10-16,17:21:44,2.100237404378792,1.212537981768751
Paleo,Homemade Paleo Protein Bars,American,368.04,500.49,210.84,2022-10-16,17:21:44,0.7353593478391177,2.3737905520774047
Paleo,Paleo Tzatziki,Mediterranean,2.82,17.07,13.93,2022-10-16,17:21:44,0.16520210896309315,1.2254127781765973
Paleo,Paleo Pecan Pie Bars recipes,American,105.25,594.23,700.42,2022-10-16,17:21:44,0.1771199703818387,0.8483909654207477
Paleo,Loaded Paleo Cauliflower Nachos recipes,Mexican,52.93,75.7,131.7,2022-10-16,17:21:44,0.6992073976221929,0.574791192103265
Paleo,Gluten-Free Paleo Meatloaf recipes,Eastern Europe,170.21,136.35,196.93,2022-10-16,17:21:44,1.2483314998166484,0.6923780023358553
Paleo,Paleo Broccoli Salad recipes,American,22.75,124.99,146.91,2022-10-16,17:21:44,0.1820145611648932,0.8507930025185487
Paleo,Healthy Paleo Marble Cake recipes,American,42.18,245.32,90.32,2022-10-16,17:21:44,0.1719386923202348,2.7161204605845883
Paleo,Paleo Deviled Eggs recipes,French,87.75,10.06,163.03,2022-10-16,17:21:51,8.722664015904572,0.061706434398576954
Paleo,Paleo Meatball Sub,American,57.04,62.66,77.65,2022-10-16,17:21:51,0.9103096074050431,0.8069542820347713
Paleo,Paleo Egg Salad recipes,American,35.77,30.22,88.57,2022-10-16,17:21:51,1.183653209794838,0.34119905159760644
Paleo,"Caramel Caffe Latte (paleo, GF, dairy-free) recipes",American,3.28,32.7,15.37,2022-10-16,17:21:51,0.1003058103975535,2.1275211450878335
Paleo,Smoky Paleo Deviled Eggs recipes,French,34.1,8.47,69.53,2022-10-16,17:21:51,4.025974025974026,0.1218179203221631
Paleo,Paleo Barbecue Beef and Bacon recipes,American,114.04,148.84,128.75,2022-10-16,17:21:51,0.7661918839021769,1.1560388349514563
Paleo,Paleo Pad Thai with Zucchini Noodles,South East Asian,3.5,40.81,0.36,2022-10-16,17:21:51,0.08576329331046312,113.36111111111113
Paleo,Paleo Sunbutter Cups recipes,French,0.1,32.29,27.63,2022-10-16,17:21:51,0.0030969340353050484,1.1686572566051394
Paleo,Paleo Quiche Cups,French,59.38,43.71,82.41,2022-10-16,17:21:51,1.358499199267902,0.5303967965052785
Paleo,Paleo Pecan Pie,American,41.28,497.12,285.89,2022-10-16,17:21:51,0.08303830061152237,1.7388506068767708
